crs_id,project_title,short_description,long_description,purpose_name,Crisis finance determination,Crisis finance confidence ML
20192006320001,DRC - Emergency and Medical Humanitarian Response - Doctors Without Borders 2019-2020/RDC - Intervention humanitaire d'urgence et médicale - Médecins Sans Frontières 2019-2020,DRC - EMERGENCY AND MEDICAL HUMANITARIAN RESPONSE - DOCTORS WITHOUT BORDERS 2019-2020/RDC - INTERVENTION HUMANITAIRE D'URGENCE ET MÉDICALE - MÉDECINS,"February 2019 – From new violence in peaceful areas of the country, such as Ituri province, to multiple Ebola outbreaks, and the forced return of hundreds of thousands of Congolese refugees and internally displaced persons (IDPs), 2018 has pushed the limits of the Democratic Republic of Congo (DRC)'s humanitarian assistance. These challenges, coupled with cyclical violence and a lack of basic services, has exacerbated live-saving needs across the east and centre of the country. Millions of Congolese bear the brunt of this context, which is characterized by worsening inter-ethnic tensions and conflict, and where widespread human rights abuses and sexual violence are prevalent. In 2018, 1.26 million Congolese were newly displaced, and it is expected that 2019 will bring an additional 2.9 million returnees back to their areas of origin, creating significant needs in protection, livelihoods and food security. Approximately 12.8 million people are food insecure and 4.28 million children are suffering from malnutrition.  With GAC's support, Doctors Without Borders aims to help address the humanitarian and medical needs of up to 300,000 people per year in 16 provinces of the DRC. The project focuses on providing urgent lifesaving emergency preventative, primary and secondary healthcare, and, through improved surveillance, early detection of possible disease outbreaks, and quick assessment and response to disease outbreaks and medical and humanitarian emergencies.  Project activities include: (1) provide outpatient consultations to population in area of response, (2) provide testing, diagnoses and treatment of main morbidities, (3) distribute non-food item (NFI) kits including bed nets and sanitation supplies, and (4) provide individual and group counselling/mental health sessions to vulnerable groups of women, children and adolescents, including survivors of sexual and/or gender-based violence. / Février 2019 – Depuis la nouvelle violence dans les zones pacifiques du pays, comme la province de l'Ituri, aux multiples flambées d'Ébola et au retour forcé de centaines de milliers de réfugiés et personnes déplacés congolais, 2018 a repoussé les limites de l'assistance humanitaire de la République démocratique du Congo (RDC). Ces défis, conjugués à la violence cyclique et à l'absence de services de base, ont exacerbé les besoins destinés à sauver des vies à l'est et au centre du pays. Des millions de Congolais en subissent les contrecoups, qui se caractérisent par une aggravation des tensions et des conflits interethniques et où les violations des droits de la personne et les violences sexuelles, sont un élément déterminant. En 2018, 1,26 million de Congolais ont été nouvellement déplacés, et on s'attend à ce que 2,9 millions de personnes de plus retournent dans leur région d'origine en 2019, ce qui créera des besoins importants en matière de protection, de moyens de subsistance et de sécurité alimentaire. Environ 12,8 millions de personnes souffrent d'insécu",Material relief assistance and services,Yes,0.995192766189575
2019002150-2,Integrated protection of the rights and dignity of the Palestinian people under occupation in accordance with international humanitarian law,INTEGRATED PROTECTION OF THE RIGHTS AND DIGNITY OF THE PALESTINIAN PEOPLE UNDER OCCUPATION IN ACCORDANCE WITH INTERNATIONAL HUMANITARIAN LAW,"El proyecto se realiza en la comunidad de Iskaka, en la Zona C de Palestina, y pretende mitigar el impacto de riesgos humanitarios y las crisis asociadas con violaciones de DIH/DIDH. Para ello se propone potenciar las capacidades de respuesta comunitaria ante estas situaciones, fomentar la participación de colectivos especialmente vulnerables (mujeres) y mejorar el acceso a la justicia",Human rights,Yes,0.995160520076752
2020000038,"Gift of the Givers Foundation, South Africa: COVID-19 Medical Intervention Initiative in South Africa","GIFT OF THE GIVERS FOUNDATION, SOUTH AFRICA: COVID-19 MEDICAL INTERVENTION INITIATIVE IN SOUTH AFRICA","Programme: Disaster Relief. Description: Gift of the Givers Foundation, South Africa: COVID-19 Medical Intervention Initiative in South Africa",COVID-19 control,Yes,0.994798898696899
2020010209,COVID-19: Humanitarian aid convoy for Moldova,COVID-19: HUMANITARIAN AID CONVOY FOR MOLDOVA,"Fundacja zorganizowa?a i skoordynowa?a przekazanie pomocy humanitarnej Republika?skiemu Szpitalowi Klinicznemu w Kiszyniowie ( Republican Clinical Hospital ). W odpowiedzi na pandemi? COVID-19 konwój humanitarny wyruszy? z Warszawy 24 czerwca 2020 r. Pomoc humanitarna obejmowa?a przekazanie ?rodków ochrony osobistej takich jak: maski medyczne, przy?bice ochronne, p?yn do dezynfekcji r?k, powierzchni/urz?dze?.",Material relief assistance and services,Yes,0.994703590869904
2018003355-2,SUSTAINABLE AGRICULTURAL DEVELOPMENT AND SOLIDARITY ECONOMY IN THE DEPARTMENTS OF PODOR IN ST LOUIS AND KANEL IN MATAM,SUSTAINABLE AGRICULTURAL DEVELOPMENT AND SOLIDARITY ECONOMY IN THE DEPARTMENTS OF PODOR IN ST LOUIS AND KANEL IN MATAM,"El proyecto se dirige a 2.505 personas (51% mujeres) de los departamentos de Podor y de Kanel (Senegal). La población beneficiaria se dedica principalmente a la agricultura y vive en zonas rurales con ingresos muy reducidos y graves problemas de seguridad alimentaria. La situación de vulnerabilidad y de inseguridad alimentaria está empeorando por los efectos del cambio climático provocando cíclicas crisis alimentarias. Con el proyecto se mejorarán las políticas públicas departamentales de adaptación al cambio climático de la producción agrícola, con un enfoque participativo (R1). Se implementarán dos experiencias pilotos de adaptación al cambio climático de la producción agrícola (R2). Se mejorará el manejo post-cosecha y la comercialización de productos agroalimentarios con un enfoque de seguridad alimentaria y de adaptación al cambio climático (R3). El proyecto es continuidad de anteriores intervenciones financiadas por la AAECID y por otros actores de la cooperación descentralizada.",Agricultural policy and administrative management,Yes,0.994630575180054
2017001103,"Red Cross Denmark efforts in South Sudan, 2017","RED CROSS DENMARK EFFORTS IN SOUTH SUDAN, 2017",Red Cross Denmark efforts in South Sudan 2017 emergency food and building South Sudanese Red Cross,Emergency food assistance,Yes,0.994630098342896
2020010220,COVID-19: Humanitarian aid convoy for Serbia,COVID-19: HUMANITARIAN AID CONVOY FOR SERBIA,Fundacja zorganizowa?a i skoordynowa?a przekazanie pomocy humanitarnej Zak?adowi Zdrowia Publicznego im. Milana?Jovanovicia?Batuta w Serbii. W odpowiedzi na pandemi? COVID-19 konwój humanitarny wyruszy? z Warszawy 26 maja 2020 r. Pomoc humanitarna obejmowa?a przekazanie ?rodków ochrony osobistej takich jak: maski w?ókninowe/chirurgiczne oraz p?yn do dezynfekcji r?k i powierzchni.,Material relief assistance and services,Yes,0.994580149650574
2020000055,Humanitarian assistance,HUMANITARIAN ASSISTANCE,Humanitarian assistance: Education in emergencies,Material relief assistance and services,Yes,0.994428634643555
2020000058,Humanitarian assistance,HUMANITARIAN ASSISTANCE,Humanitarian assistance: Education in emergencies,Material relief assistance and services,Yes,0.994428634643555
2020000112,Humanitarian assistance,HUMANITARIAN ASSISTANCE,Humanitarian assistance: Education in emergencies,Material relief assistance and services,Yes,0.994428634643555
2020000222,"HQAI - humanitarian standards and certifications, 2020","HQAI - HUMANITARIAN STANDARDS AND CERTIFICATIONS, 2020","Danish contribution to Humanitarian Quality Assurance Initiative in relation to the humanitarian standards and certifications, 2020.",Relief co-ordination and support services,Yes,0.994403839111328
2020009715,Crisis Assistance and Recovery - Title II International Food Relief Parnerships,CRISIS ASSISTANCE AND RECOVERY - TITLE II INTERNATIONAL FOOD RELIEF PARNERSHIPS,"Provide goods, personnel, services and assistance to meet basic human needs in order to foster transition from relief according to principles of universality, impartiality and human dignity. This element should be done, when possible, as part of an integrated, coordinated and/or multi-sectoral approach.",Food assistance,Yes,0.99439263343811
2019004687-1,HUMANITARIAN ACTION FIGHT AGAINST FOOD INSECURITY AND CHILD MALNUTRITION IN THE REGION OF SEGOU MALI,HUMANITARIAN ACTION FIGHT AGAINST FOOD INSECURITY AND CHILD MALNUTRITION IN THE REGION OF SEGOU MALI,"El objetivo general del proyecto es la Protección del derecho a la salud a través de la reducción de la malnutrición y la inseguridad alimentaria en las comunidades más afectadas de la Región de Ségou afectadas por la pobreza crónica, las sequías y los efectos del conflicto armado en Mali. Su objetivo responde a las necesidades específicas de los niños/as y mujeres embarazadas y lactantes que sufren mayores tasas de malnutrición aguda severa y moderada en la Región de Ségou.Para atenuar esta crisis nutricional las acciones se enfocarán en mejorar su estado de salud mediante la distribución masiva de suplementos alimentarios y el refuerzo de la atención sanitaria encargada del diagnóstico y tratamiento de la malnutrición mediante el aporte de medicamentos, equipamiento, infraestructuras y formación de los agentes sanitarios en 6 distritos de los departamentos de San y Tominian implicando a los actores comunitarios en la respuesta, prevención y toma de decisiones de la intervención.",Material relief assistance and services,Yes,0.994351267814636
2020009480,Market Access for Vulnerable Populations,MARKET ACCESS FOR VULNERABLE POPULATIONS,"Activities under Market Access for Vulnerable Populations seek to ensure the benefits of market participation reach the most vulnerable. Activities include investments to ensure that gender and access to markets by men and women and nutritional deficits that undermine the human capital necessary to participate in markets are adequately addressed in both FTF programs and government-led national strategies. Market access activities also bolster the role of civil society to ensure the benefits of more efficient markets are inclusive. Finally, Market Access activities build the resilience of people and places caught at the intersection of chronic poverty and exposure to shocks and stresses and subject to recurrent crisis. By doing so, these activities bring market solutions to the challenge of recurrent crisis, particularly where these crisis have resulted in repeat, large-scale humanitarian emergencies",Agricultural development,Yes,0.994259357452393
2020009787,Global Partnership for Education (GPE) - Program Contribution,GLOBAL PARTNERSHIP FOR EDUCATION (GPE) - PROGRAM CONTRIBUTION,"The Global Partnership for Education Fund (GPE) Fund is a multilateral financing mechanism supporting the Global Partnership for Education (GPE). This partnership is a global partnership of developing and donor countries and agencies, civil society organizations, private foundations and the private sector. GPE focuses on accelerating progress towards the 'Education for All' goals. GPE's areas of focus are: 1) increasing equitable access to education in the primary grades, 2) creating improvements in learning outcomes, especially with regard to literacy and numeracy, 3) making education accessible in fragile and conflict-affected environments, 4) focusing on marginalized children while building sustainable, quality education systems. These priorities complement USAID's Education Strategy. USAID's contribution to the GPE Fund will advance USAID's goals set forth in E3/Education's 'Education Strategy' and will provide substantial leverage of USIAD's current resources. Note that the actual Prime Partner is Global Partnership for Education.",Primary education,Yes,0.994250059127808
2020005866,Puthiya Vidiyal (New Dawn) - Overseas Refugee Assistance Program for Near East and South Asia,PUTHIYA VIDIYAL (NEW DAWN) - OVERSEAS REFUGEE ASSISTANCE PROGRAM FOR NEAR EAST AND SOUTH ASIA,"United States Population Migration and Refugee Assistance, Appropriation 1143.  Protection and assistance needs of refugees, migrants and conflict vicitms worldwide. [Catholic Relief Services]",Material relief assistance and services,Yes,0.994110643863678
2017003275-1,Supporting the integrated prevention and treatment of severe malnourishment in children under 5 years old,SUPPORTING THE INTEGRATED PREVENTION AND TREATMENT OF SEVERE MALNOURISHMENT IN CHILDREN UNDER 5 YEARS OLD,"La desnutrición infantil aguda es un problema de salud estructural en Burkina Faso, agravado en los últimos años a causa de crisis alimentarias debidas a sequía y malas cosechas. El proyecto ofrecerá atención a los niños/as menores de 5 años afectados en el del Distrito Sanitario de Manni y mejorar las capacidades de detección y atención de la MAS del sistema público de salud y los agentes comunitarios de la zona, con especial atención a la participación de las mujeres e integrando actividades relacionadas con el agua y la higiene.La población beneficiaria de las actividades previstas serán 2.331 niñas y niños menores de 5 años con desnutrición aguda grave (MAS) esperados cada año en el nivel primario de salud, de los que un 15% (350) tendrán complicaciones que les obliguen a ser hospitalizados en el CRENI.La coordinación de las actividades corresponderá al equipo de Medicus Mundi Andalucía, en colaboración con la DRS Este y el Distrito de Salud (DS) de Manni.",Basic nutrition,Yes,0.994027376174927
2020005197,Africa Regional Migration Program FY2018,AFRICA REGIONAL MIGRATION PROGRAM FY2018,"United States Population Migration and Refugee Assistance, Appropriation 1143.  Protection and assistance needs of refugees, migrants and conflict vicitms worldwide. [International Organisation for Migration]",Material relief assistance and services,Yes,0.993931174278259
2020006285,"Mitigating the cultural, social and organisational barriers for meeting the needs of patients with major limb loss (MLL) in Northern Uganda","MITIGATING THE CULTURAL, SOCIAL AND ORGANISATIONAL BARRIERS FOR MEETING THE NEEDS OF PATIENTS WITH MAJOR LIMB LOSS (MLL) IN NORTHERN UGANDA","As the world goes through one of the most turbulent periods in its recent history, the health, social & economic consequences associated with 'post-conflict disability' arising through major limb loss (MLL) has gained importance as a significant public health issue. Our preliminary observations and community engagement activities in two post-conflict societies - the Sub-Acholi Region in Northern Uganda and Northern/Eastern provinces in Sri Lanka, have demonstrated this to be an under-appreciated  complex and multi-faceted problem characterised by: a: Lack of suitable services capable of addressing the complex needs of the affected populations b:Inability of the affected population to access the existing services due to poor transport links, poverty and ignorance. c: Ad-hoc service development using non-sustainable funding sources at the time (or the immediate aftermath) of the conflict with inadequate characterisation of the needs of the local population. d: Social-cultural factors and belief systems that adversely affect the day-to-day experiences of the victims and prevent their reintegration into the society.  Influencing and engaging with future policy making in this field therefore requires an integrated approach involving multi-disciplinary teams.     This proposal aims to bring together the 'Humanitarian and Conflict Response Institute (HCRI)' - an institution specialising in global health and 'In Place of War (IPOW)'- an organisation with expertise in conducting cultural programmes in post conflict settings, to focus on the multi-faceted problem of disability associated with MLL in two post-conflict societies - Uganda and Sri Lanka. The project will link HCRI and IPOW with Gulu Medical Faculty (GMF)-established specifically to address the health needs of Northern Uganda, the 'Gulu Referral Orthopaedic Workshop (GROW)' - the only centre providing prosthetic limb services in Gulu district in Northern Uganda, and 'Meththa Foundation UK' (MF)-a charity that pioneered prosthetic services in post-war Sri Lanka using recycled components from the UK and an innovative outreach model for service delivery. The involvement of Geographical Information Scientists (GIS) from University of Manchester (UOM), surgeons/public health officials from Northern Uganda and the Uganda-UK Health Alliance (UUHA) - the official intergovernmental body with a mandate to create sustainable partnerships between the two countries, will strengthen the proposed network. Research output from this network will:  a. Evaluate the impact of arts and social theatre in challenging entrenched cultural views and bias associated with MLL b: Highlight the harm caused by ad-hoc service development in conflict environments c: Provide the forum, pilot data, policy options and critical appraisals of delivery systems in low-middle income countries to deal with the rising tide of MLL cost-effectively d: Fabricate and deliver 50 prosthetic limbs using an outreach service delivery model (succ",Research/scientific institutions,Yes,0.993913471698761
2020017326,USAID/OFDA Grant for South Sudan/Complex Emergency,USAID/OFDA GRANT FOR SOUTH SUDAN/COMPLEX EMERGENCY,Protection services for conflict-affected populations in South Sudan.,Relief co-ordination and support services,Yes,0.993911862373352
2020017261,USAID/OFDA Grant for Central African Republic/Complex Emergency,USAID/OFDA GRANT FOR CENTRAL AFRICAN REPUBLIC/COMPLEX EMERGENCY,New award for INSO to continue to provide essential security information and assessments to humanitarian organizations in Central African Republic.,Relief co-ordination and support services,Yes,0.993797957897186
2020008962,Protection and Solutions,PROTECTION AND SOLUTIONS,"Ensure full respect for the rights of the individual and communities in accordance with the letter and the spirit of the relevant bodies of law (international humanitarian, human rights, and refugee law). This involves both legal and practical approaches for implementation in humanitarian situations, including efforts to ensure humanitarian access, incorporate protection strategies in assistance programming and other measures to reduce vulnerability and uphold human dignity for all victims of conflict and disasters. Activities included herein should be linked to relevant GJD/Human Rights elements.",Relief co-ordination and support services,Yes,0.993762314319611
2020008542,Protection and Solutions,PROTECTION AND SOLUTIONS,"Ensure full respect for the rights of the individual and communities in accordance with the letter and the spirit of the relevant bodies of law (international humanitarian, human rights, and refugee law). This involves both legal and practical approaches for implementation in humanitarian situations, including efforts to ensure humanitarian access, incorporate protection strategies in assistance programming and other measures to reduce vulnerability and uphold human dignity for all victims of conflict and disasters. Activities included herein should be linked to relevant GJD/Human Rights elements.",Relief co-ordination and support services,Yes,0.993762314319611
2020008218,Protection and Solutions,PROTECTION AND SOLUTIONS,"Ensure full respect for the rights of the individual and communities in accordance with the letter and the spirit of the relevant bodies of law (international humanitarian, human rights, and refugee law). This involves both legal and practical approaches for implementation in humanitarian situations, including efforts to ensure humanitarian access, incorporate protection strategies in assistance programming and other measures to reduce vulnerability and uphold human dignity for all victims of conflict and disasters. Activities included herein should be linked to relevant GJD/Human Rights elements.",Relief co-ordination and support services,Yes,0.993762314319611
