crs_id,project_title,short_description,long_description,purpose_name,Crisis finance determination,Crisis finance confidence ML
2015000969,International Medical Corps led Consortium support to CAR 2015,INTERNATIONAL MEDICAL CORPS LED CONSORTIUM SUPPORT TO CAR 2015,"To respond to the humanitarian crisis in the Central African Republic (CAR) by providing refugees and IDPs from the Central African Republic with healthcare, food security, shelter and livelihoods programmes . This will help address the immediate humanita",Material relief assistance and services,Yes,0.994479298591614
2017020775,Crisis Assistance and Recovery - Title II International Food Relief Parnerships,CRISIS ASSISTANCE AND RECOVERY - TITLE II INTERNATIONAL FOOD RELIEF PARNERSHIPS,"Provide goods, personnel, services and assistance to meet basic human needs in order to foster transition from relief according to principles of universality, impartiality and human dignity. This element should be done, when possible, as part of an integrated, coordinated and/or multi-sectoral approach.",Food assistance,Yes,0.99439263343811
2017015691,Crisis Assistance and Recovery - Title II International Food Relief Parnerships,CRISIS ASSISTANCE AND RECOVERY - TITLE II INTERNATIONAL FOOD RELIEF PARNERSHIPS,"Provide goods, personnel, services and assistance to meet basic human needs in order to foster transition from relief according to principles of universality, impartiality and human dignity. This element should be done, when possible, as part of an integrated, coordinated and/or multi-sectoral approach.",Food assistance,Yes,0.99439263343811
2017017267,Crisis Assistance and Recovery - Title II International Food Relief Parnerships,CRISIS ASSISTANCE AND RECOVERY - TITLE II INTERNATIONAL FOOD RELIEF PARNERSHIPS,"Provide goods, personnel, services and assistance to meet basic human needs in order to foster transition from relief according to principles of universality, impartiality and human dignity. This element should be done, when possible, as part of an integrated, coordinated and/or multi-sectoral approach.",Food assistance,Yes,0.99439263343811
2017015690,Crisis Assistance and Recovery - Title II International Food Relief Parnerships,CRISIS ASSISTANCE AND RECOVERY - TITLE II INTERNATIONAL FOOD RELIEF PARNERSHIPS,"Provide goods, personnel, services and assistance to meet basic human needs in order to foster transition from relief according to principles of universality, impartiality and human dignity. This element should be done, when possible, as part of an integrated, coordinated and/or multi-sectoral approach.",Food assistance,Yes,0.99439263343811
2017013344,Crisis Assistance and Recovery - Title II International Food Relief Parnerships,CRISIS ASSISTANCE AND RECOVERY - TITLE II INTERNATIONAL FOOD RELIEF PARNERSHIPS,"Provide goods, personnel, services and assistance to meet basic human needs in order to foster transition from relief according to principles of universality, impartiality and human dignity. This element should be done, when possible, as part of an integrated, coordinated and/or multi-sectoral approach.",Food assistance,Yes,0.99439263343811
2017015692,Crisis Assistance and Recovery - Title II International Food Relief Parnerships,CRISIS ASSISTANCE AND RECOVERY - TITLE II INTERNATIONAL FOOD RELIEF PARNERSHIPS,"Provide goods, personnel, services and assistance to meet basic human needs in order to foster transition from relief according to principles of universality, impartiality and human dignity. This element should be done, when possible, as part of an integrated, coordinated and/or multi-sectoral approach.",Food assistance,Yes,0.99439263343811
2017025222B,CORE Group Polio Project,CORE GROUP POLIO PROJECT,"The CORE Group Polio Project (CGPP) began in Ethiopia in November 2001 and has addressed a variety of challenges by reaching hard-to-reach communities with vaccination services and surveillance. As a country at high risk for importation from neighboring conflict-affected Somalia and South Sudan, Ethiopia continues to maintain high immunization rates and excellent surveillance. The country has been free of wild polio virus since January 2014. CGPP-Ethiopia presently collaborates with six international NGOs (CARE Ethiopia, Catholic Relief Services, Save the Children, World Vision Ethiopia, International Rescue Committee and African Medical Research Foundation) and five local NGOs.",Reproductive health care,Yes,0.994384407997131
2017025223,CORE Group Polio Project,CORE GROUP POLIO PROJECT,"The CORE Group Polio Project (CGPP) began in Ethiopia in November 2001 and has addressed a variety of challenges by reaching hard-to-reach communities with vaccination services and surveillance. As a country at high risk for importation from neighboring conflict-affected Somalia and South Sudan, Ethiopia continues to maintain high immunization rates and excellent surveillance. The country has been free of wild polio virus since January 2014. CGPP-Ethiopia presently collaborates with six international NGOs (CARE Ethiopia, Catholic Relief Services, Save the Children, World Vision Ethiopia, International Rescue Committee and African Medical Research Foundation) and five local NGOs.",Reproductive health care,Yes,0.994384407997131
2017025221,CORE Group Polio Project,CORE GROUP POLIO PROJECT,"The CORE Group Polio Project (CGPP) began in Ethiopia in November 2001 and has addressed a variety of challenges by reaching hard-to-reach communities with vaccination services and surveillance. As a country at high risk for importation from neighboring conflict-affected Somalia and South Sudan, Ethiopia continues to maintain high immunization rates and excellent surveillance. The country has been free of wild polio virus since January 2014. CGPP-Ethiopia presently collaborates with six international NGOs (CARE Ethiopia, Catholic Relief Services, Save the Children, World Vision Ethiopia, International Rescue Committee and African Medical Research Foundation) and five local NGOs.",Reproductive health care,Yes,0.994384407997131
2017025222A,CORE Group Polio Project,CORE GROUP POLIO PROJECT,"The CORE Group Polio Project (CGPP) began in Ethiopia in November 2001 and has addressed a variety of challenges by reaching hard-to-reach communities with vaccination services and surveillance. As a country at high risk for importation from neighboring conflict-affected Somalia and South Sudan, Ethiopia continues to maintain high immunization rates and excellent surveillance. The country has been free of wild polio virus since January 2014. CGPP-Ethiopia presently collaborates with six international NGOs (CARE Ethiopia, Catholic Relief Services, Save the Children, World Vision Ethiopia, International Rescue Committee and African Medical Research Foundation) and five local NGOs.",Reproductive health care,Yes,0.994384407997131
2017025220,CORE Group Polio Project,CORE GROUP POLIO PROJECT,"The CORE Group Polio Project (CGPP) began in Ethiopia in November 2001 and has addressed a variety of challenges by reaching hard-to-reach communities with vaccination services and surveillance. As a country at high risk for importation from neighboring conflict-affected Somalia and South Sudan, Ethiopia continues to maintain high immunization rates and excellent surveillance. The country has been free of wild polio virus since January 2014. CGPP-Ethiopia presently collaborates with six international NGOs (CARE Ethiopia, Catholic Relief Services, Save the Children, World Vision Ethiopia, International Rescue Committee and African Medical Research Foundation) and five local NGOs.",Reproductive health care,Yes,0.994384407997131
2017017266,Crisis Assistance and Recovery - PSC in Washington,CRISIS ASSISTANCE AND RECOVERY - PSC IN WASHINGTON,"Provide goods, personnel, services and assistance to meet basic human needs in order to foster transition from relief according to principles of universality, impartiality and human dignity. This element should be done, when possible, as part of an integrated, coordinated and/or multi-sectoral approach.",Emergency food assistance,Yes,0.994248151779175
2017000004,Bangladesh Red Crescent Society: South Asia Relief Project,BANGLADESH RED CRESCENT SOCIETY: SOUTH ASIA RELIEF PROJECT,Programme: Disaster Relief. Description: Bangladesh Red Crescent Society: South Asia Relief Project,Material relief assistance and services,Yes,0.994244754314423
2017027594,Ocean Freight of USAID Title II Development Program for Disaster Readiness,OCEAN FREIGHT OF USAID TITLE II DEVELOPMENT PROGRAM FOR DISASTER READINESS,USAID Title II Development Program for Disaster Readiness through Catholic Relief Services.,Food assistance,Yes,0.994205296039581
2015004842,WFP Secondment SKH Cash&Vouchers Expert,WFP SECONDMENT SKH CASH&VOUCHERS EXPERT,"",Emergency food assistance,Yes,0.994012653827667
2017020143,Mercy Corp Emergency Food Security Program (EFSP) Award - 2013 Award (Flour distribution),MERCY CORP EMERGENCY FOOD SECURITY PROGRAM (EFSP) AWARD - 2013 AWARD (FLOUR DISTRIBUTION),Mercy Corp Emergency Food Security Program (EFSP) Award - 2013 Award (Flour distribution),Emergency food assistance,Yes,0.993975341320038
2016000510,Support to the Food and Agriculture Organization of the United Nations in Central African Republic 2016,SUPPORT TO THE FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS IN CENTRAL AFRICAN REPUBLIC 2016,"To respond to the humanitarian crisis in the Central African Republic (CAR) by providing refugees and IDPs from the Central African Republic with healthcare, food security, shelter and livelihoods programmes . This will help address the immediate humanita",Material relief assistance and services,Yes,0.993942201137543
2017022429,International Rescue Committee (IRC) Chad Emergency Food and Shelter Program (EFSP) - 2015 Award,INTERNATIONAL RESCUE COMMITTEE (IRC) CHAD EMERGENCY FOOD AND SHELTER PROGRAM (EFSP) - 2015 AWARD,International Rescue Committee (IRC) Chad Emergency Food and Shelter Program (EFSP) - 2015 Award,Emergency food assistance,Yes,0.993857443332672
2017016262,Protection and Solutions,PROTECTION AND SOLUTIONS,"Ensure full respect for the rights of the individual and communities in accordance with the letter and the spirit of the relevant bodies of law (international humanitarian, human rights, and refugee law). This involves both legal and practical approaches for implementation in humanitarian situations, including efforts to ensure humanitarian access, incorporate protection strategies in assistance programming and other measures to reduce vulnerability and uphold human dignity for all victims of conflict and disasters. Activities included herein should be linked to relevant GJD/Human Rights elements.",Relief co-ordination and support services,Yes,0.993762314319611
2017014352,Protection and Solutions,PROTECTION AND SOLUTIONS,"Ensure full respect for the rights of the individual and communities in accordance with the letter and the spirit of the relevant bodies of law (international humanitarian, human rights, and refugee law). This involves both legal and practical approaches for implementation in humanitarian situations, including efforts to ensure humanitarian access, incorporate protection strategies in assistance programming and other measures to reduce vulnerability and uphold human dignity for all victims of conflict and disasters. Activities included herein should be linked to relevant GJD/Human Rights elements.",Relief co-ordination and support services,Yes,0.993762314319611
2017014353,Protection and Solutions,PROTECTION AND SOLUTIONS,"Ensure full respect for the rights of the individual and communities in accordance with the letter and the spirit of the relevant bodies of law (international humanitarian, human rights, and refugee law). This involves both legal and practical approaches for implementation in humanitarian situations, including efforts to ensure humanitarian access, incorporate protection strategies in assistance programming and other measures to reduce vulnerability and uphold human dignity for all victims of conflict and disasters. Activities included herein should be linked to relevant GJD/Human Rights elements.",Relief co-ordination and support services,Yes,0.993762314319611
2017014348,Protection and Solutions,PROTECTION AND SOLUTIONS,"Ensure full respect for the rights of the individual and communities in accordance with the letter and the spirit of the relevant bodies of law (international humanitarian, human rights, and refugee law). This involves both legal and practical approaches for implementation in humanitarian situations, including efforts to ensure humanitarian access, incorporate protection strategies in assistance programming and other measures to reduce vulnerability and uphold human dignity for all victims of conflict and disasters. Activities included herein should be linked to relevant GJD/Human Rights elements.",Relief co-ordination and support services,Yes,0.993762314319611
2017014347,Protection and Solutions,PROTECTION AND SOLUTIONS,"Ensure full respect for the rights of the individual and communities in accordance with the letter and the spirit of the relevant bodies of law (international humanitarian, human rights, and refugee law). This involves both legal and practical approaches for implementation in humanitarian situations, including efforts to ensure humanitarian access, incorporate protection strategies in assistance programming and other measures to reduce vulnerability and uphold human dignity for all victims of conflict and disasters. Activities included herein should be linked to relevant GJD/Human Rights elements.",Relief co-ordination and support services,Yes,0.993762314319611
2017016263,Protection and Solutions,PROTECTION AND SOLUTIONS,"Ensure full respect for the rights of the individual and communities in accordance with the letter and the spirit of the relevant bodies of law (international humanitarian, human rights, and refugee law). This involves both legal and practical approaches for implementation in humanitarian situations, including efforts to ensure humanitarian access, incorporate protection strategies in assistance programming and other measures to reduce vulnerability and uphold human dignity for all victims of conflict and disasters. Activities included herein should be linked to relevant GJD/Human Rights elements.",Relief co-ordination and support services,Yes,0.993762314319611
2017014350,Protection and Solutions,PROTECTION AND SOLUTIONS,"Ensure full respect for the rights of the individual and communities in accordance with the letter and the spirit of the relevant bodies of law (international humanitarian, human rights, and refugee law). This involves both legal and practical approaches for implementation in humanitarian situations, including efforts to ensure humanitarian access, incorporate protection strategies in assistance programming and other measures to reduce vulnerability and uphold human dignity for all victims of conflict and disasters. Activities included herein should be linked to relevant GJD/Human Rights elements.",Relief co-ordination and support services,Yes,0.993762314319611
2017023030,World Food Programme Zimbabwe International Distaster Assistance (IDA),WORLD FOOD PROGRAMME ZIMBABWE INTERNATIONAL DISTASTER ASSISTANCE (IDA),World Food Programme Zimbabwe International Distaster Assistance (IDA),Emergency food assistance,Yes,0.993639528751373
2016000021,Swedish Red Cross,SWEDISH RED CROSS,For general operating support.,Material relief assistance and services,Yes,0.993581175804138
2012029111,"Support to WFP project Modelling and Standard Setting, Identifing successful adaptation programmes in food insecure and fragile environments","SUPPORT TO WFP PROJECT MODELLING AND STANDARD SETTING, IDENTIFING SUCCESSFUL ADAPTATION PROGRAMMES IN FOOD INSECURE AND FRAGILE ENVIRONMENTS","Support to WFP project Modelling and Standard Setting, Identifing successful adaptation programmes in food insecure and fragile environments",Multi-hazard response preparedness,Yes,0.993459582328796
2016004728-1,Dundu II: Education tools from a perspective of degrowth and good life.,DUNDU II: EDUCATION TOOLS FROM A PERSPECTIVE OF DEGROWTH AND GOOD LIFE.,"La desnutrición infantil aguda es un problema de salud estructural en Burkina Faso, agravado en los últimos años a causa de crisis alimentarias debidas a sequía y malas cosechas. El proyecto pretende apoyar al Distrito Sanitario de Gayéri en el programa de lucha contra este problema mediante la mejora de sus capacidades humanas (capacitación en PCIMA de agentes de salud públicos y comunitarios) y estructurales (acondicionamiento del CRENI), y en su integración en la carta de servicios de las estructuras de salud. La población beneficiaria de las actividades previstas serán 1.385 niñas y niños menores de 5 años con desnutrición aguda grave (MAS) esperados cada año en el nivel primario de salud, de los que un 15% (208) tendrán complicaciones que les obliguen a ser hospitalizados en el CRENI. La coordinación de las actividades corresponderá al equipo de Medicus Mundi Andalucía, en colaboración con la Dirección Regional de Salud del Este y el Distrito de Salud de Gayéri.",Basic nutrition,Yes,0.993445634841919
2017008387,Community Systems Strengthening for Vulnerable Iraqis (CSS).,COMMUNITY SYSTEMS STRENGTHENING FOR VULNERABLE IRAQIS (CSS).,"United States Population Migration and Refugee Assistance, Appropriation 1143. Protection and assistance needs of refugees, migrants and conflict vicitms worldwide. [International Medical Corps]",Material relief assistance and services,Yes,0.993347942829132
2016003234,WFP Secondment,WFP SECONDMENT,"The 2015 El Nino event is the strongest and longest in the past 35 years. Consequent drought and harvest loss have pushed 32 million people into food insecurity in Southern Africa alone. WFP's response, in the worst affected countries is budgeted at 782 million USD and coordinated by the WFP RB in Johannesburg. The overall coordination of the response is assured by the Southern Africa Regional Inter Agency Standing Committee (RIASCO). The seconded SHA expert will liaise with RIASCO on behalf of the WFP RB and COs and thus contribute to well targeted, synergetic and adequate action in food security for affected populations.",Material relief assistance and services,Yes,0.993327975273132
2016003234,WFP Secondment,WFP SECONDMENT,"The 2015 El Nino event is the strongest and longest in the past 35 years. Consequent drought and harvest loss have pushed 32 million people into food insecurity in Southern Africa alone. WFP's response, in the worst affected countries is budgeted at 782 million USD and coordinated by the WFP RB in Johannesburg. The overall coordination of the response is assured by the Southern Africa Regional Inter Agency Standing Committee (RIASCO). The seconded SHA expert will liaise with RIASCO on behalf of the WFP RB and COs and thus contribute to well targeted, synergetic and adequate action in food security for affected populations.",Emergency food assistance,Yes,0.993327975273132
2016003234,WFP Secondment,WFP SECONDMENT,"The 2015 El Nino event is the strongest and longest in the past 35 years. Consequent drought and harvest loss have pushed 32 million people into food insecurity in Southern Africa alone. WFP's response, in the worst affected countries is budgeted at 782 million USD and coordinated by the WFP RB in Johannesburg. The overall coordination of the response is assured by the Southern Africa Regional Inter Agency Standing Committee (RIASCO). The seconded SHA expert will liaise with RIASCO on behalf of the WFP RB and COs and thus contribute to well targeted, synergetic and adequate action in food security for affected populations.",Immediate post-emergency reconstruction and rehabilitation,Yes,0.993327975273132
2016001820-1,Improving health care in the five Palestinian Red Crescent hospitals in Lebanon.,IMPROVING HEALTH CARE IN THE FIVE PALESTINIAN RED CRESCENT HOSPITALS IN LEBANON.,"El objetivo general del proyecto es contribuir a la mejora de las condiciones de vida de la población afectada por la crisis siria, a través de la mejora de la asistencia sanitaria en los cinco hospitales de la Media Luna Roja Palestina en Líbano.La subvención de la Comunidad de Madrid contribuirá a mejorar las condiciones de vida y salud de 6.000 personas localizadas en los campos de refugiados palestinos, mediante el suministro de material médico fungible destinado a los cinco hospitales.",Material relief assistance and services,Yes,0.993323504924774
2015000967,Support to the Food and Agriculture Organization of the United Nations in Central African Republic,SUPPORT TO THE FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS IN CENTRAL AFRICAN REPUBLIC,"To respond to the humanitarian crisis in the Central African Republic (CAR) by providing refugees and IDPs from the Central African Republic with healthcare, food security, shelter and livelihoods programmes . This will help address the immediate humanita",Material relief assistance and services,Yes,0.993284940719604
2015000456,Strengthening the Humanitarian Coordination Architecture in Bangladesh,STRENGTHENING THE HUMANITARIAN COORDINATION ARCHITECTURE IN BANGLADESH,"To save lives, alleviate suffering, maintain dignity and reduce risk amongst people affected by disasters in Bangladesh through direct humanitarian assistance and a better prepared humanitarian system.",Relief co-ordination and support services,Yes,0.993248701095581
2015004784,Secondment Fund Sudan 2016-2017,SECONDMENT FUND SUDAN 2016-2017,"Despite years of assistance, the humanitarian needs remain acute in several fragile regions of Sudan. This is due to continued armed conflict, lack of human security – especially that of children –, poor food security and livelihoods, and very rudimentary basic services. This consequently leads to ever increasing internal displacement and multiple emergencies. The deployment of Swiss experts (secondees) to multilateral organizations strengthens the effectiveness and the efficiency of the humanitarian response, and bolsters measures for early recovery and better resilience.",Material relief assistance and services,Yes,0.993046462535858
2015004784,Secondment Fund Sudan 2016-2017,SECONDMENT FUND SUDAN 2016-2017,"Despite years of assistance, the humanitarian needs remain acute in several fragile regions of Sudan. This is due to continued armed conflict, lack of human security – especially that of children –, poor food security and livelihoods, and very rudimentary basic services. This consequently leads to ever increasing internal displacement and multiple emergencies. The deployment of Swiss experts (secondees) to multilateral organizations strengthens the effectiveness and the efficiency of the humanitarian response, and bolsters measures for early recovery and better resilience.",Immediate post-emergency reconstruction and rehabilitation,Yes,0.993046462535858
2015000055-2,"Emergency aid and psychosocial support for refugee population in Bourj Hammoud, Lebanon.","EMERGENCY AID AND PSYCHOSOCIAL SUPPORT FOR REFUGEE POPULATION IN BOURJ HAMMOUD, LEBANON.","Prestar atención humanitaria en el país donde más refugiados Sirios hay actualmente, en Líbano. Proveerá de bienes de primera necesidad, alimentos, kits higiénicos y kits de winterización. Completándose con un servicio de asistencia y acompañamiento psicosocial y psicológico.",Material relief assistance and services,Yes,0.992973804473877
2015001967-1,"Guaranteeing the right to maternal and child health and eradication of violence against women and children in Rafah, Gaza.","GUARANTEEING THE RIGHT TO MATERNAL AND CHILD HEALTH AND ERADICATION OF VIOLENCE AGAINST WOMEN AND CHILDREN IN RAFAH, GAZA.","&quot,El proyecto de respuesta a crisis crónica se ejecutará en Al Khibet aladas (Rafah, Gaza). En el distrito de Rafah la tasa de pobreza llega al 47,2% y la tasa de pobreza aguda al 23,2%. La tasa de actividad de las mujeres es una de las más bajas del mundo (20%), el desempleo masculino es del 42,2% y el femenino es del 54,2%.<br><br>El proyecto se focaliza en la salud materno infantil y en la lucha contra la VBG. En Gaza hay, permanentemente, 45.000 mujeres embarazadas, por lo que la salud materno infantil es la clave para garantizar el derecho a la sanidad de mujeres y niños/as. La tasa de prevalencia de anemia es muy alta entre las mujeres: 39,1% en el caso de las embarazadas, y 45,7% en el caso de las mujeres lactantes. Los niños/as de entre 6 y 59 meses también sufren altas tasas de anemia (25,6%). Aunque en los últimos años la tasa de mortalidad neonatal e infantil se han reducido, todavía el gap con los países desarrollados es muy elevado: la tasa de mortalidad de los menores de 5 años es de 26,8 por cada 1.000 nacidos vivos, y la tasa de mortalidad neonatal es de 13,50 por cada 1.000 nacidos vivos.<br><br>La hegemonía de la ideología sexista y el predominio del modelo patriarcal son las causas de que la VBG presente unos niveles alarmantes: el 51% de las mujeres casadas sufre VBG.  <br><br>La intervención desarrollará las siguientes actuaciones: <br><br>Se prestarán servicios de salud materno infantil a 600 embarazadas, 510 neonatos, 200 mujeres lactantes, 200 bebés lactantes, y 1.600 menores de 5 años. <br><br>El equipo médico derivará los casos de VBG identificados al equipo de género, que prestará una atención personalizada a mujeres y niños/as de carácter multidisciplinar (incluyendo asistencia legal), y así dotar a las mujeres de herramientas de superación de la violencia. <br><br>Se informará a las mujeres (y a sus maridos) de aspectos relacionados con el cuidado y educación de los hijos/as, la equidad de género, etc. <br><br>Se realizará un amplio trabajo de Testimonio y Protección orientado a: Proteger a las mujeres (y sus hijos/as) que han roto la convivencia con el marido agresor, a través de una labor de interlocución con las familias que llevarán a cabo las CLB, las mujeres lideresas, la Municipalidad de Rafah, y el M. de Asuntos Sociales, Concienciar a la sociedad, a través de la base social de entidades gazatíes, sobre los derechos de las mujeres y la erradicación de la VBG, y Constituir un Observatorio permanente de evaluación de  los avances en las leyes relacionadas con la VBG. <br><br>El proyecto también contempla un curso de formación en textil para fomentar que las mujeres alcancen la independencia económica.<br><br>Y, por último, el proyecto incluye la constitución de un Órgano permanente de interlocución con las familias y protección de las mujeres víctimas de VBG, y la realización de talleres de coordinación con diversas entidades (centro médico RSC, org. ambientalistas, proveedores de salud de Rafah, etc.) para",Reproductive health care,Yes,0.99292916059494
2017022311,IRC Niger (Diffa) Emergency Food and Shelter Program (EFSP) - 2015 Award,IRC NIGER (DIFFA) EMERGENCY FOOD AND SHELTER PROGRAM (EFSP) - 2015 AWARD,IRC Niger (Diffa) Emergency Food and Shelter Program (EFSP) - 2015 Award,Emergency food assistance,Yes,0.992926299571991
2013001013,IOM Consortium Humanitarian Resilence Programme,IOM CONSORTIUM HUMANITARIAN RESILENCE PROGRAMME,"To improve food security and increase community resilience to shocks by providing an estimated 500,000 Yemenis with food assistance, safe water, emergency livelihoods support, shelter and protection services over two years.   This will benefit chronically",Material relief assistance and services,Yes,0.992926001548767
2017008526,Expanding Health Bridges,EXPANDING HEALTH BRIDGES,"United States Population Migration and Refugee Assistance, Appropriation 1143. Protection and assistance needs of refugees, migrants and conflict vicitms worldwide. [United Methodist Committee on Relief]",Material relief assistance and services,Yes,0.99285477399826
2017016610,Crisis Assistance and Recovery - FFP Training and Conferences,CRISIS ASSISTANCE AND RECOVERY - FFP TRAINING AND CONFERENCES,"Provide goods, personnel, services and assistance to meet basic human needs in order to foster transition from relief according to principles of universality, impartiality and human dignity. This element should be done, when possible, as part of an integrated, coordinated and/or multi-sectoral approach.",Food assistance,Yes,0.992842555046082
2017016609,Crisis Assistance and Recovery - FFP Training and Conferences,CRISIS ASSISTANCE AND RECOVERY - FFP TRAINING AND CONFERENCES,"Provide goods, personnel, services and assistance to meet basic human needs in order to foster transition from relief according to principles of universality, impartiality and human dignity. This element should be done, when possible, as part of an integrated, coordinated and/or multi-sectoral approach.",Food assistance,Yes,0.992842555046082
2017000009,To support urgent medical care globally. Estimated based on 990PF.,TO SUPPORT URGENT MEDICAL CARE GLOBALLY. ESTIMATED BASED ON 990PF. ESTIMATED BASED ON 990PF.,To support urgent medical care globally. Estimated based on 990PF.. These data were estimated by OECD based on publicly available IRS 990PF fillings.,Basic health care,Yes,0.992735743522644
