crs_id,project_title,short_description,long_description,purpose_name,PAF determination,PAF confidence ML
20172005340002,Resilient and Sustainable Livelihoods Transformation in Northern Ghana/Transformation vers des moyens de subsistance durables et résilients au nord du Ghana,RESILIENT AND SUSTAINABLE LIVELIHOODS TRANSFORMATION IN NORTHERN GHANA/TRANSFORMATION VERS DES MOYENS DE SUBSISTANCE DURABLES ET RÉSILIENTS AU NORD D,"The project addresses the constraints that prevent smallholder farmers in Northern Ghana from producing sufficient food to feed themselves and generate revenue and from becoming resilient to unexpected events such as droughts. It offers transformative and sustainable solutions that address the root causes behind the lack of access to sufficient, nutritious food and the vulnerability to food shortages in the northern regions, while also promoting community and household resilience to external shocks and stresses. Expected activities include: practical training for 21,000 smallholder farmers and service providers in sustainable cropping practices, livestock production, aquaculture, and water management, provision of tools and services, including technical assistance in climate change adaptation and disaster risk management practices, to 150 communities to improve productivity, strengthening and promoting gender-responsive systems of agricultural extension and support, training for 21,000 women and men in income generating activities, and strengthening access for 21,000 smallholder farmers to high-value markets in selected agricultural and non-agricultural sub-sectors / Le projet apporte une solution aux contraintes qui empêchent les petits exploitants agricoles dans le nord du Ghana à produire des aliments en quantité suffisante pour se nourrir et générer des revenus et à devenir résilients à des événements imprévus comme des sécheresses. Il propose des solutions transformatrices et durables qui s'attaquent aux causes profondes du manque d'accès à des réserves suffisantes d'aliments nutritifs et de la vulnérabilité aux pénuries alimentaires dans les régions du nord du Ghana, et qui promeuvent également la résilience des ménages et des communautés aux chocs contraintes externes. Les activités prévues incluent : la formation pratique pour 21 000 petits exploitants et les fournisseurs de services sur les méthodes culturales durables, l'élevage, l'aquaculture et la gestion de l'eau, la fourniture d'outils et de services y compris l'assistance technique pour l'adaptation aux changements climatiques et pour la gestion des risques de catastrophe, à au moins 150 collectivités pour améliorer la productivité, le renforcement et la promotion des systèmes de vulgarisation agricole et de soutien sensibles au genre, la formation en faveur de 21 000 femmes et hommes sur les activités génératrices de revenus, le renforcement de l'accessibilité pour 21 000 ménages de petits fermiers aux grands marchés des secteurs agricoles et non agricoles.",Livestock,Yes,0.99982351064682
20172005340002,Resilient and Sustainable Livelihoods Transformation in Northern Ghana/Transformation vers des moyens de subsistance durables et résilients au nord du Ghana,RESILIENT AND SUSTAINABLE LIVELIHOODS TRANSFORMATION IN NORTHERN GHANA/TRANSFORMATION VERS DES MOYENS DE SUBSISTANCE DURABLES ET RÉSILIENTS AU NORD D,"The project addresses the constraints that prevent smallholder farmers in Northern Ghana from producing sufficient food to feed themselves and generate revenue and from becoming resilient to unexpected events such as droughts. It offers transformative and sustainable solutions that address the root causes behind the lack of access to sufficient, nutritious food and the vulnerability to food shortages in the northern regions, while also promoting community and household resilience to external shocks and stresses. Expected activities include: practical training for 21,000 smallholder farmers and service providers in sustainable cropping practices, livestock production, aquaculture, and water management, provision of tools and services, including technical assistance in climate change adaptation and disaster risk management practices, to 150 communities to improve productivity, strengthening and promoting gender-responsive systems of agricultural extension and support, training for 21,000 women and men in income generating activities, and strengthening access for 21,000 smallholder farmers to high-value markets in selected agricultural and non-agricultural sub-sectors / Le projet apporte une solution aux contraintes qui empêchent les petits exploitants agricoles dans le nord du Ghana à produire des aliments en quantité suffisante pour se nourrir et générer des revenus et à devenir résilients à des événements imprévus comme des sécheresses. Il propose des solutions transformatrices et durables qui s'attaquent aux causes profondes du manque d'accès à des réserves suffisantes d'aliments nutritifs et de la vulnérabilité aux pénuries alimentaires dans les régions du nord du Ghana, et qui promeuvent également la résilience des ménages et des communautés aux chocs contraintes externes. Les activités prévues incluent : la formation pratique pour 21 000 petits exploitants et les fournisseurs de services sur les méthodes culturales durables, l'élevage, l'aquaculture et la gestion de l'eau, la fourniture d'outils et de services y compris l'assistance technique pour l'adaptation aux changements climatiques et pour la gestion des risques de catastrophe, à au moins 150 collectivités pour améliorer la productivité, le renforcement et la promotion des systèmes de vulgarisation agricole et de soutien sensibles au genre, la formation en faveur de 21 000 femmes et hommes sur les activités génératrices de revenus, le renforcement de l'accessibilité pour 21 000 ménages de petits fermiers aux grands marchés des secteurs agricoles et non agricoles.",Agricultural education/training,Yes,0.99982351064682
20172005340002,Resilient and Sustainable Livelihoods Transformation in Northern Ghana/Transformation vers des moyens de subsistance durables et résilients au nord du Ghana,RESILIENT AND SUSTAINABLE LIVELIHOODS TRANSFORMATION IN NORTHERN GHANA/TRANSFORMATION VERS DES MOYENS DE SUBSISTANCE DURABLES ET RÉSILIENTS AU NORD D,"The project addresses the constraints that prevent smallholder farmers in Northern Ghana from producing sufficient food to feed themselves and generate revenue and from becoming resilient to unexpected events such as droughts. It offers transformative and sustainable solutions that address the root causes behind the lack of access to sufficient, nutritious food and the vulnerability to food shortages in the northern regions, while also promoting community and household resilience to external shocks and stresses. Expected activities include: practical training for 21,000 smallholder farmers and service providers in sustainable cropping practices, livestock production, aquaculture, and water management, provision of tools and services, including technical assistance in climate change adaptation and disaster risk management practices, to 150 communities to improve productivity, strengthening and promoting gender-responsive systems of agricultural extension and support, training for 21,000 women and men in income generating activities, and strengthening access for 21,000 smallholder farmers to high-value markets in selected agricultural and non-agricultural sub-sectors / Le projet apporte une solution aux contraintes qui empêchent les petits exploitants agricoles dans le nord du Ghana à produire des aliments en quantité suffisante pour se nourrir et générer des revenus et à devenir résilients à des événements imprévus comme des sécheresses. Il propose des solutions transformatrices et durables qui s'attaquent aux causes profondes du manque d'accès à des réserves suffisantes d'aliments nutritifs et de la vulnérabilité aux pénuries alimentaires dans les régions du nord du Ghana, et qui promeuvent également la résilience des ménages et des communautés aux chocs contraintes externes. Les activités prévues incluent : la formation pratique pour 21 000 petits exploitants et les fournisseurs de services sur les méthodes culturales durables, l'élevage, l'aquaculture et la gestion de l'eau, la fourniture d'outils et de services y compris l'assistance technique pour l'adaptation aux changements climatiques et pour la gestion des risques de catastrophe, à au moins 150 collectivités pour améliorer la productivité, le renforcement et la promotion des systèmes de vulgarisation agricole et de soutien sensibles au genre, la formation en faveur de 21 000 femmes et hommes sur les activités génératrices de revenus, le renforcement de l'accessibilité pour 21 000 ménages de petits fermiers aux grands marchés des secteurs agricoles et non agricoles.",Fishery development,Yes,0.99982351064682
20172005340002,Resilient and Sustainable Livelihoods Transformation in Northern Ghana/Transformation vers des moyens de subsistance durables et résilients au nord du Ghana,RESILIENT AND SUSTAINABLE LIVELIHOODS TRANSFORMATION IN NORTHERN GHANA/TRANSFORMATION VERS DES MOYENS DE SUBSISTANCE DURABLES ET RÉSILIENTS AU NORD D,"The project addresses the constraints that prevent smallholder farmers in Northern Ghana from producing sufficient food to feed themselves and generate revenue and from becoming resilient to unexpected events such as droughts. It offers transformative and sustainable solutions that address the root causes behind the lack of access to sufficient, nutritious food and the vulnerability to food shortages in the northern regions, while also promoting community and household resilience to external shocks and stresses. Expected activities include: practical training for 21,000 smallholder farmers and service providers in sustainable cropping practices, livestock production, aquaculture, and water management, provision of tools and services, including technical assistance in climate change adaptation and disaster risk management practices, to 150 communities to improve productivity, strengthening and promoting gender-responsive systems of agricultural extension and support, training for 21,000 women and men in income generating activities, and strengthening access for 21,000 smallholder farmers to high-value markets in selected agricultural and non-agricultural sub-sectors / Le projet apporte une solution aux contraintes qui empêchent les petits exploitants agricoles dans le nord du Ghana à produire des aliments en quantité suffisante pour se nourrir et générer des revenus et à devenir résilients à des événements imprévus comme des sécheresses. Il propose des solutions transformatrices et durables qui s'attaquent aux causes profondes du manque d'accès à des réserves suffisantes d'aliments nutritifs et de la vulnérabilité aux pénuries alimentaires dans les régions du nord du Ghana, et qui promeuvent également la résilience des ménages et des communautés aux chocs contraintes externes. Les activités prévues incluent : la formation pratique pour 21 000 petits exploitants et les fournisseurs de services sur les méthodes culturales durables, l'élevage, l'aquaculture et la gestion de l'eau, la fourniture d'outils et de services y compris l'assistance technique pour l'adaptation aux changements climatiques et pour la gestion des risques de catastrophe, à au moins 150 collectivités pour améliorer la productivité, le renforcement et la promotion des systèmes de vulgarisation agricole et de soutien sensibles au genre, la formation en faveur de 21 000 femmes et hommes sur les activités génératrices de revenus, le renforcement de l'accessibilité pour 21 000 ménages de petits fermiers aux grands marchés des secteurs agricoles et non agricoles.",Environmental education/training,Yes,0.99982351064682
20172005340002,Resilient and Sustainable Livelihoods Transformation in Northern Ghana/Transformation vers des moyens de subsistance durables et résilients au nord du Ghana,RESILIENT AND SUSTAINABLE LIVELIHOODS TRANSFORMATION IN NORTHERN GHANA/TRANSFORMATION VERS DES MOYENS DE SUBSISTANCE DURABLES ET RÉSILIENTS AU NORD D,"The project addresses the constraints that prevent smallholder farmers in Northern Ghana from producing sufficient food to feed themselves and generate revenue and from becoming resilient to unexpected events such as droughts. It offers transformative and sustainable solutions that address the root causes behind the lack of access to sufficient, nutritious food and the vulnerability to food shortages in the northern regions, while also promoting community and household resilience to external shocks and stresses. Expected activities include: practical training for 21,000 smallholder farmers and service providers in sustainable cropping practices, livestock production, aquaculture, and water management, provision of tools and services, including technical assistance in climate change adaptation and disaster risk management practices, to 150 communities to improve productivity, strengthening and promoting gender-responsive systems of agricultural extension and support, training for 21,000 women and men in income generating activities, and strengthening access for 21,000 smallholder farmers to high-value markets in selected agricultural and non-agricultural sub-sectors / Le projet apporte une solution aux contraintes qui empêchent les petits exploitants agricoles dans le nord du Ghana à produire des aliments en quantité suffisante pour se nourrir et générer des revenus et à devenir résilients à des événements imprévus comme des sécheresses. Il propose des solutions transformatrices et durables qui s'attaquent aux causes profondes du manque d'accès à des réserves suffisantes d'aliments nutritifs et de la vulnérabilité aux pénuries alimentaires dans les régions du nord du Ghana, et qui promeuvent également la résilience des ménages et des communautés aux chocs contraintes externes. Les activités prévues incluent : la formation pratique pour 21 000 petits exploitants et les fournisseurs de services sur les méthodes culturales durables, l'élevage, l'aquaculture et la gestion de l'eau, la fourniture d'outils et de services y compris l'assistance technique pour l'adaptation aux changements climatiques et pour la gestion des risques de catastrophe, à au moins 150 collectivités pour améliorer la productivité, le renforcement et la promotion des systèmes de vulgarisation agricole et de soutien sensibles au genre, la formation en faveur de 21 000 femmes et hommes sur les activités génératrices de revenus, le renforcement de l'accessibilité pour 21 000 ménages de petits fermiers aux grands marchés des secteurs agricoles et non agricoles.",Rural development,Yes,0.99982351064682
2011015835.0,Disaster Risk Management Development Policy Loan with a CAT DDO,DISASTER RISK MANAGEMENT DEVELOPMENT POLICY LOAN WITH A CAT DDO,"",Environmental policy and administrative management,Yes,0.999818742275238
2011015727.0,Disaster Risk Management Development Policy Loan with a CAT DDO,DISASTER RISK MANAGEMENT DEVELOPMENT POLICY LOAN WITH A CAT DDO,"",Multi-hazard response preparedness,Yes,0.999818742275238
2011015836.0,Disaster Risk Management Development Policy Loan with a CAT DDO,DISASTER RISK MANAGEMENT DEVELOPMENT POLICY LOAN WITH A CAT DDO,"",Water sector policy and administrative management,Yes,0.999818742275238
2013002821,DREF. IFRC Disaster Relief Emergency Fund 2014,DREF. IFRC DISASTER RELIEF EMERGENCY FUND 2014,Support the IFRC Relief Emergency Fund 2014,Material relief assistance and services,Yes,0.999804556369781
"",South East Europe and Caucasus Catastrophe Risk Insurance Facility (Serbia and Macedonia),SOUTH EAST EUROPE AND CAUCASUS CATASTROPHE RISK INSURANCE FACILITY (SERBIA AND MACEDONIA),"",Social Protection,Yes,0.999799072742462
"",South East Europe and Caucasus Catastrophe Risk Insurance Facility (Serbia and Macedonia),SOUTH EAST EUROPE AND CAUCASUS CATASTROPHE RISK INSURANCE FACILITY (SERBIA AND MACEDONIA),"",Social Protection,Yes,0.999799072742462
2018000026,SUPPORT FOR HAITI TO MEET COMMITTMENT TO CARIBBEAN CATASTROPHE RISK INSURANCE FACILITY SEGREGATED PORTFOLIO COMPANY FOR THE 2018-2019 HURRICANE SEASON,SUPPORT FOR HAITI TO MEET COMMITTMENT TO CARIBBEAN CATASTROPHE RISK INSURANCE FACILITY SEGREGATED PORTFOLIO COMPANY,"",Disaster Risk Reduction,Yes,0.999795496463776
2018006368,Centre for Global Disaster Protection (CGDP) - Prosperity Funds,CENTRE FOR GLOBAL DISASTER PROTECTION (CGDP) - PROSPERITY FUNDS,"To protect poor and vulnerable people, save lives and help developing countries to get back on their feet more quickly after a disaster by working with governments to strengthen planning, embed early action, and use 'risk financing tools like insurance and contingent credit to finance more cost-effective, rapid and reliable response to emergencies. It aims to empower governments to build resilience to natural disasters and climate change, and take ownership of their risks, with more assistance delivered through pre-financed government-led systems. Funded by the UK Government Prosperity Fund.",Financial policy and administrative management,Yes,0.999790012836456
2018006368,Centre for Global Disaster Protection (CGDP) - Prosperity Funds,CENTRE FOR GLOBAL DISASTER PROTECTION (CGDP) - PROSPERITY FUNDS,"To protect poor and vulnerable people, save lives and help developing countries to get back on their feet more quickly after a disaster by working with governments to strengthen planning, embed early action, and use 'risk financing tools like insurance and contingent credit to finance more cost-effective, rapid and reliable response to emergencies. It aims to empower governments to build resilience to natural disasters and climate change, and take ownership of their risks, with more assistance delivered through pre-financed government-led systems. Funded by the UK Government Prosperity Fund.",Formal sector financial intermediaries,Yes,0.999790012836456
2018006368,Centre for Global Disaster Protection (CGDP) - Prosperity Funds,CENTRE FOR GLOBAL DISASTER PROTECTION (CGDP) - PROSPERITY FUNDS,"To protect poor and vulnerable people, save lives and help developing countries to get back on their feet more quickly after a disaster by working with governments to strengthen planning, embed early action, and use 'risk financing tools like insurance and contingent credit to finance more cost-effective, rapid and reliable response to emergencies. It aims to empower governments to build resilience to natural disasters and climate change, and take ownership of their risks, with more assistance delivered through pre-financed government-led systems. Funded by the UK Government Prosperity Fund.",Technological research and development,Yes,0.999790012836456
"",CATASTROPHE DEFERRED DRAWDOWN OPTION (DPL with DDO),CATASTROPHE DEFERRED DRAWDOWN OPTION (DPL WITH DDO),"",Multi-hazard response preparedness,Yes,0.999745190143585
"",CATASTROPHE DEFERRED DRAWDOWN OPTION (DPL with DDO),CATASTROPHE DEFERRED DRAWDOWN OPTION (DPL WITH DDO),"",Public finance management (PFM),Yes,0.999745190143585
2013131965,Climate Insurance Fund (CIF),CLIMATE INSURANCE FUND (CIF),Aim of the project is to facilitate the adaptation to climate change for businesses and households through better access to adequate insurance solutions.,Formal sector financial intermediaries,Yes,0.999722540378571
2015000380002,Ending Drought Emergencies: Support to Pillar 5 (EDE/DRMC-SP5),ENDING DROUGHT EMERGENCIES: SUPPORT TO PILLAR 5 (EDE/DRMC-SP5),"This grant will support one of the sixth pillars of the EDE CPF, namely the Drought Risk Management (Pillar 5), which is under the responsibility of the National Drought Management Authority (NDMA). Under the fifth pillar, the programme will support the component on early warning and early response to specifically strengthen the timeliness, accountability and efficiency of drought response, including through better preparedness.",Multi-hazard response preparedness,Yes,0.999603450298309
2018007476,Partnership for Regional East Africa CT Program (PREACT): Early Warning/Early Response for Countering Violent Extremism,PARTNERSHIP FOR REGIONAL EAST AFRICA CT PROGRAM (PREACT): EARLY WARNING/EARLY RESPONSE FOR COUNTERING VIOLENT EXTREMISM,"Expand field of research and applicability of innovative and effective early warning and early response systems for CVE among practitioners in Djibouti, Kenya, Tanzania, Uganda, and Somalia. Managed by Embassy Djibouti.",Security system management and reform,Yes,0.999364078044891
2018007821,Improving Emergency Preparedness,IMPROVING EMERGENCY PREPAREDNESS,"Improving forecast-based Emergency Preparedness for climate risks in Bangladesh, Philippines, Nepal, Haiti, Dominican Republic",Multi-hazard response preparedness,Yes,0.999337375164032
2009012898.0,CATASTROPHE DEVELOPMENT POLICY LOAN DEFERRED DRAW DOWN OPTION (DDO),CATASTROPHE DEVELOPMENT POLICY LOAN DEFERRED DRAW DOWN OPTION (DDO),"",Multi-hazard response preparedness,Yes,0.999267399311066
2018006199,To support the Government of Montserrat in ensuring it has sufficient provision under the Caribbean Catastrophe Risk Insurance Framework [CCRIF],TO SUPPORT THE GOVERNMENT OF MONTSERRAT IN ENSURING IT HAS SUFFICIENT PROVISION UNDER THE CARIBBEAN CATASTROPHE RISK INSURANCE FRAMEWORK [CCRIF],"To support the provision of public services to meet the reasonable assistance needs of the people of Montserrat, including health, education and securing air and sea access, given that Montserrat is not yet self-sufficient. This is in line with the 2012 Overseas Territories White Paper and consistent with relevant elements of UK's Aid Strategy and DFID's 2015-2020 Single Departmental Plan.",Multi-hazard response preparedness,Yes,0.998857140541077
2018005442,3 IE - Agriculture Risk Insurance - Looking at risks faced by poor farmers using micro insurance-Research,3 IE - AGRICULTURE RISK INSURANCE - LOOKING AT RISKS FACED BY POOR FARMERS USING MICRO INSURANCE-RESEARCH,"To increase agriculture productivity of poor farmers  by using evidence to identify the most cost effective agricultural interventions, by increasing the uptake of innovation, and, by providing evidence on mechansims that can help to mitigate farming risks.",Agricultural research,Yes,0.998658418655396
2018002476,Disaster Resilience Program,DISASTER RESILIENCE PROGRAM,"The proposed program will provide the Governmentof the Cook Islands rapid access to financing, contingent on a disaster affecting the country.2Funds will be used to help meet short-term, post-disaster recovery needs. To establish eligibilityto access the contingent financing, the government has undertaken prior policy actions that (i)clarify and implement policy and institutional arrangements for DRM, including the capacity forpost-disaster response and recovery, (ii) improve the disaster resilience of physical assets, and(iii) expand disaster risk financing. Post-program monitoring will ensure continued progresstoward attaining overall program goals.II. THE PROGRAMA. Rationale",Public finance management (PFM),Yes,0.990774095058441
2015006934_01,Phase 2: Strengthening Leadership in Disaster Resilience Program,THE GEORGE WASHINGTON UNIVERSITY,to strengthen existing and future leadership capacity in the humanitarian and disaster risk management sectors by developing and offering contextually relevant training and education,Disaster Risk Reduction,Yes,0.77087128162384
2015006934_02,Phase 2: Strengthening Leadership in Disaster Resilience Program,THE GEORGE WASHINGTON UNIVERSITY,to strengthen existing and future leadership capacity in the humanitarian and disaster risk management sectors by developing and offering contextually relevant training and education,Disaster Risk Reduction,Yes,0.77087128162384
2015006934_07,Phase 2: Strengthening Leadership in Disaster Resilience Program,THE GEORGE WASHINGTON UNIVERSITY,to strengthen existing and future leadership capacity in the humanitarian and disaster risk management sectors by developing and offering contextually relevant training and education,Disaster Risk Reduction,Yes,0.77087128162384
2015006934_05,Phase 2: Strengthening Leadership in Disaster Resilience Program,THE GEORGE WASHINGTON UNIVERSITY,to strengthen existing and future leadership capacity in the humanitarian and disaster risk management sectors by developing and offering contextually relevant training and education,Disaster Risk Reduction,Yes,0.77087128162384
2015006934_06,Phase 2: Strengthening Leadership in Disaster Resilience Program,THE GEORGE WASHINGTON UNIVERSITY,to strengthen existing and future leadership capacity in the humanitarian and disaster risk management sectors by developing and offering contextually relevant training and education,Disaster Risk Reduction,Yes,0.77087128162384
2015006934_04,Phase 2: Strengthening Leadership in Disaster Resilience Program,THE GEORGE WASHINGTON UNIVERSITY,to strengthen existing and future leadership capacity in the humanitarian and disaster risk management sectors by developing and offering contextually relevant training and education,Disaster Risk Reduction,Yes,0.77087128162384
2015006934_03,Phase 2: Strengthening Leadership in Disaster Resilience Program,THE GEORGE WASHINGTON UNIVERSITY,to strengthen existing and future leadership capacity in the humanitarian and disaster risk management sectors by developing and offering contextually relevant training and education,Disaster Risk Reduction,Yes,0.77087128162384
2018026979,Emergency Response and disaster reduction panel,EMERGENCY RESPONSE AND DISASTER REDUCTION PANEL,"The 2018 CaribVET Meeting included a special session on emergency response and disaster reduction. Topics addressed included: introduction to Good Emergency Management Practice (GEMP), Avian Influenze (AI) Risk communication, updates on the AI situations of Belize and Dominican Republic, and AI risk mapping. An APHIS subject matter expert attended and initiated discussions on planning relevant stakeholders in the Caribbean.",Agricultural education/training,Yes,0.604452610015869
2016030980.0,BOOSTING HUMAN CAPITAL AND PRODUCTIVITY DEVELOPMENT POLICY FINANCING WITH A DEFERRED DRAWDOWN OPTION,BOOSTING HUMAN CAPITAL AND PRODUCTIVITY DEVELOPMENT POLICY FINANCING WITH A DEFERRED DRAWDOWN OPTION,"",Business policy and administration,Review,0.264652818441391
2016030981.0,BOOSTING HUMAN CAPITAL AND PRODUCTIVITY DEVELOPMENT POLICY FINANCING WITH A DEFERRED DRAWDOWN OPTION,BOOSTING HUMAN CAPITAL AND PRODUCTIVITY DEVELOPMENT POLICY FINANCING WITH A DEFERRED DRAWDOWN OPTION,"",Trade facilitation,Review,0.264652818441391
2016030983.0,BOOSTING HUMAN CAPITAL AND PRODUCTIVITY DEVELOPMENT POLICY FINANCING WITH A DEFERRED DRAWDOWN OPTION,BOOSTING HUMAN CAPITAL AND PRODUCTIVITY DEVELOPMENT POLICY FINANCING WITH A DEFERRED DRAWDOWN OPTION,"",Upper Secondary Education (modified and includes data from 11322),Review,0.264652818441391
2016030984.0,BOOSTING HUMAN CAPITAL AND PRODUCTIVITY DEVELOPMENT POLICY FINANCING WITH A DEFERRED DRAWDOWN OPTION,BOOSTING HUMAN CAPITAL AND PRODUCTIVITY DEVELOPMENT POLICY FINANCING WITH A DEFERRED DRAWDOWN OPTION,"",Education facilities and training,Review,0.264652818441391
"",BOOSTING HUMAN CAPITAL AND PRODUCTIVITY DEVELOPMENT POLICY FINANCING WITH A DEFERRED DRAWDOWN OPTION,BOOSTING HUMAN CAPITAL AND PRODUCTIVITY DEVELOPMENT POLICY FINANCING WITH A DEFERRED DRAWDOWN OPTION,"",Education policy and administrative management,Review,0.264652818441391
"",BOOSTING HUMAN CAPITAL AND PRODUCTIVITY DEVELOPMENT POLICY FINANCING WITH A DEFERRED DRAWDOWN OPTION,BOOSTING HUMAN CAPITAL AND PRODUCTIVITY DEVELOPMENT POLICY FINANCING WITH A DEFERRED DRAWDOWN OPTION,"",Higher education,Review,0.264652818441391
2018C3017875,"Programme Humanitaire 2016 au Soudan du Sud, au Burundi, en RDC, au Liban et dans les Territoires palestiniens occupés - BURUNDI","PROGRAMME HUMANITAIRE 2016 AU SOUDAN DU SUD, AU BURUNDI, EN RDC, AU LIBAN ET DANS LES TERRITOIRES PALESTINIENS OCCUPÉS - BURUNDI","General description:  Depuis 2015, le Burundi fait face à une crise politique et sécuritaire, caractérisée par une détérioration des conditions de vie des populations affectées. Les besoins humanitaires sont importants: environ 1,1 million de personnes ont besoin de protection et d'une assistance humanitaire immédiate, en ce compris un accès urgent aux services essentiels de base. La détérioration des conditions socio-économiques ainsi que les inondations localisées ont créé de nouveaux besoins humanitaires et menacent davantage la sécurité et la dignité des personnes les plus vulnérables, en particulier les jeunes, les femmes et les enfants.Depuis le début de la crise, plus d'un quart de million de Burundais, dont plus de la moitié sont des enfants, ont fui vers des pays voisins, craignant pour leur vie, et ont trouvé refuge dans cinq pays d'asile. Il est estimé que 70.000 personnes sont déplacées à l'intérieur du pays et que 70% d'entre elles résident dans des familles d'accueil. Environ 3,6 millions de personnes au Burundi sont en insécurité alimentaire et 150.000 enfants de moins de cinq ans souffrent de malnutrition aiguë. -- General purpose : ?Répondre aux besoins vitaux des réfugiés, des migrants et des rapatriés et expulsés,?Aider à reconstruire et à rétablir les conditions de vie des migrants et des rapatriés expulsés, en facilitant leur intégration dans les communautés d'accueil. ?Aider les communautés à renforcer leur résilience aux  crises alimentaires et/ou aux chocs soudains. -- Specific purpose : I.Palestine :- Répondre aux besoins alimentaires et améliorer la consommation et la diversité alimentaire des populations non-réfugiées les plus vulnérables (objectifs stratégiques 1 et 2),- Réduire les risques de catastrophe et renforcer la résilience aux chocs climatiques et économiques et aux conflits grâce à l'assistance alimentaire comprenant développement des actifs, formations, et renforcement des capacités (Objectif stratégique 3),- Soutenir les ménages pauvres à maintenir la scolarisation des enfants (Objectif stratégique 2), et,- Renforcer la capacité du gouvernement, en ligne avec son plan national de renforcement, y compris à travers la préparation aux urgences (Objectif stratégique 1), le soutien des programmes de protection sociale (Objectif stratégique 2), et le soutien de l'activité économique à travers le pouvoir d'achat du PAM (Objectif stratégique 3).II.Soudan du Sud :- Sauver des vies, réduire l'insécurité alimentaire sévère et stabiliser l'état nutritionnel des groupes à haut risque, y compris les personnes déplacées, les résidents touchés par le conflit, les femmes et les enfants (Objectif stratégique 1),- Restaurer et stabiliser l'accès à l'éducation pour les filles et les garçons dans les écoles soutenues de manière conjointe avec l'UNICEF (Objectif stratégique 1).III. Liban :- Améliorer la consommation alimentaire des populations touchées par la crise en Syrie ciblés au Liban au cours de la période d'assistance, et",Emergency food assistance,Review,0.151005819439888
2018180136,"Resilience through Disaster Response Management, Multipurpose Cash Preparedness and Comprehensive Scool Safety","RESILIENCE THROUGH DISASTER RESPONSE MANAGEMENT, MULTIPURPOSE CASH PREPAREDNESS AND COMPREHENSIVE SCOOL SAFETY",The Zimbabwe Red Cross Society the Finnish Red Cross and the British Red Cross Society have formed a consortium to implement a disaster management project funded by the ECHO in Zimbabwe. The project is directly linked to another project implemented by the WFP. The Finnish Red Cross leads the Red Cross Consortium. The Zimbabwe Red Cross Society is the main implementer of the project and the British Red Cross strengthens the consortium with its knowledge on cash transfer programmes. The project has three components. The first components will increase the capacity of the Zimbabwe Red Cross Society to plan and implement cash based programmes. The second component focuses on disaster risk reduction in schools. Thirdly the smallest component a crisis modifier is built  in the project to facilitate response to disasters during the course of the project. The duration of the project is 24 months and the number of main beneficiaries is over 23 000. The total budget of the project is 1 124 000 .,Multi-hazard response preparedness,Review,0.0674226507544518
2018600354,Tourism Adaptation,TOURISM ADAPTATION,"Strengthen capacity, reduce vulnerability and transfer of climate risk financing",Multi-hazard response preparedness,Review,0.0655338615179062
