crs_id,project_title,short_description,long_description,purpose_name,PAF determination,PAF confidence ML
2019004038,Science for Humanitarian Emergencies and Resilience Programme.  Income (DFID),SCIENCE FOR HUMANITARIAN EMERGENCIES AND RESILIENCE PROGRAMME.  INCOME (DFID),"The programme has four focuses: disaster risk, subseasonal to seasonal forecasting, disaster risk monitoring, and the integration of these into practical decision making. The programme is targeting countries across subSaharan Africa and south Asia.",Environmental research,Yes,0.999803245067596
2019005784,Premium Financing Facility: World Bank Externally Financed Output (EFO) and Multi Donor Trust Fund (MDTF),PREMIUM FINANCING FACILITY: WORLD BANK EXTERNALLY FINANCED OUTPUT (EFO) AND MULTI DONOR TRUST FUND (MDTF),"To protect poor and vulnerable people, save lives and help developing countries to get back on their feet more quickly after a disaster by working with governments to strengthen planning, embed early action, and use  risk financing  tools like insurance and contingent credit to finance more cost-effective, rapid and reliable response to emergencies. It aims to empower governments to build resilience to natural disasters and climate change, and take ownership of their risks, with more assistance delivered through pre-financed government-led systems. Funded by the UK Government Prosperity Fund.",Environmental policy and administrative management,Yes,0.99978095293045
2019005784,Premium Financing Facility: World Bank Externally Financed Output (EFO) and Multi Donor Trust Fund (MDTF),PREMIUM FINANCING FACILITY: WORLD BANK EXTERNALLY FINANCED OUTPUT (EFO) AND MULTI DONOR TRUST FUND (MDTF),"To protect poor and vulnerable people, save lives and help developing countries to get back on their feet more quickly after a disaster by working with governments to strengthen planning, embed early action, and use  risk financing  tools like insurance and contingent credit to finance more cost-effective, rapid and reliable response to emergencies. It aims to empower governments to build resilience to natural disasters and climate change, and take ownership of their risks, with more assistance delivered through pre-financed government-led systems. Funded by the UK Government Prosperity Fund.",Multi-hazard response preparedness,Yes,0.99978095293045
2019000012,PS-Ethiopia-Ethiopian Climate Insurance Acceleration Fund (ECIAF),PS-ETHIOPIA-ETHIOPIAN CLIMATE INSURANCE ACCELERATION FUND (ECIAF),"Ethiopia has an estimated 12 million smallholder farmers, who contribute 90% to the total agricultural output. For Ethiopia to reach its GTP II targets, commercialization of smallholder farmers is a top priority, and the GoE aims to increase the amount of crop production by smallholder farmers by 50% from 2015/16 to 2019/20. 2 However, smallholder farmers are predominantly reliant on rainfed agriculture, making them one of the most vulnerable groups in Ethiopia that are susceptible to various weather-related water risks, such as droughts and floods. To support the productivity of small-holder farmers and realization of the GTP II targets, it is necessary to protect them against such risks and increase the climate resilience of the agriculture sector.",Environmental policy and administrative management,Yes,0.99977833032608
2011012747,South East Europe and Caucasus Catastrophe Risk Insurance Facility (Serbia and Macedonia),SOUTH EAST EUROPE AND CAUCASUS CATASTROPHE RISK INSURANCE FACILITY (SERBIA AND MACEDONIA),South East Europe and Caucasus Catastrophe Risk Insurance Facility (Serbia and Macedonia),Social Protection,Yes,0.999773561954498
2014024793,CATASTROPHE DEFERRED DRAWDOWN OPTION (DPL with DDO),CATASTROPHE DEFERRED DRAWDOWN OPTION (DPL WITH DDO),CATASTROPHE DEFERRED DRAWDOWN OPTION (DPL with DDO),Multi-hazard response preparedness,Yes,0.999733150005341
2014024796,CATASTROPHE DEFERRED DRAWDOWN OPTION (DPL with DDO),CATASTROPHE DEFERRED DRAWDOWN OPTION (DPL WITH DDO),CATASTROPHE DEFERRED DRAWDOWN OPTION (DPL with DDO),Public finance management (PFM),Yes,0.999733150005341
2019006325,Disaster Relief Emergency Fund - 2019,DISASTER RELIEF EMERGENCY FUND - 2019,"United States Population Migration and Refugee Assistance, Appropriation 1143.  Protection and assistance needs of refugees, migrants and conflict vicitms worldwide. [International Federation of Red Cross and Red Crescent Societies]",Material relief assistance and services,Yes,0.999685525894165
2019010796,Improving Emergency Preparedness,IMPROVING EMERGENCY PREPAREDNESS,"Improving forecast-based Emergency Preparedness for climate risks in Bangladesh, Philippines, Nepal, Haiti, Dominican Republic",Multi-hazard response preparedness,Yes,0.999337375164032
2019006324,Disaster Relief Emergency Fund,DISASTER RELIEF EMERGENCY FUND,"United States Population Migration and Refugee Assistance, Appropriation 1143.  Protection and assistance needs of refugees, migrants and conflict vicitms worldwide. [International Federation of Red Cross and Red Crescent Societies]",Material relief assistance and services,Yes,0.999021053314209
2016000276,3 IE - Agriculture Risk Insurance - Looking at risks faced by poor farmers using micro insurance-Research,3 IE - AGRICULTURE RISK INSURANCE - LOOKING AT RISKS FACED BY POOR FARMERS USING MICRO INSURANCE-RESEARCH,"To increase agriculture productivity of poor farmers  by using evidence to identify the most cost effective agricultural interventions, by increasing the uptake of innovation, and, by providing evidence on mechansims that can help to mitigate farming risks.",Agricultural research,Yes,0.998658418655396
2011015918,Disaster Risk Management Development Policy Loan with a CAT DDO,DISASTER RISK MANAGEMENT DEVELOPMENT POLICY LOAN WITH A CAT DDO,Disaster Risk Management Development Policy Loan with a CAT DDO,Environmental policy and administrative management,Yes,0.961729228496552
2011015919,DISASTER RISK MANAGEMENT DEVELOPMENT POLICY LOAN WITH A CAT DDO,DISASTER RISK MANAGEMENT DEVELOPMENT POLICY LOAN WITH A CAT DDO,DISASTER RISK MANAGEMENT DEVELOPMENT POLICY LOAN WITH A CAT DDO,Disaster Risk Reduction,Yes,0.961729228496552
2011015810,Disaster Risk Management Development Policy Loan with a CAT DDO,DISASTER RISK MANAGEMENT DEVELOPMENT POLICY LOAN WITH A CAT DDO,Disaster Risk Management Development Policy Loan with a CAT DDO,Multi-hazard response preparedness,Yes,0.961729228496552
2019000319,Emergency contribution to the Jordan Humanitarian Fund (JHF),EMERGENCY CONTRIBUTION TO THE JORDAN HUMANITARIAN FUND (JHF),"The initiative contributes to the Jordan Humanitarian Fund (JHF), multi-donor country-based pooled fund (CBPF) established in 2014 in response to the increasing needs and operational complexity of the Syria crisis. The Fund focuses primarily on responding to urgent humanitarian needs through filling funding gaps and responding rapidly to new or unforeseen emergency needs, with exceptional funding for coordination, early action, preparedness and resilience activities. The fund can also address the humanitarian needs in southern Syria in case of direct funding support for cross-border operations from Jordan.",Material relief assistance and services,Yes,0.844491720199585
2009012992,CATASTROPHE DEVELOPMENT POLICY LOAN DEFERRED DRAW DOWN OPTION (DDO),CATASTROPHE DEVELOPMENT POLICY LOAN DEFERRED DRAW DOWN OPTION (DDO),CATASTROPHE DEVELOPMENT POLICY LOAN DEFERRED DRAW DOWN OPTION (DDO),Multi-hazard response preparedness,Yes,0.770085513591766
2018200915,"Food Security and Empowerment of Women in Cox's Bazar, Bangladesh/Sécurité alimentaire et renforcement du pouvoir des femmes à Cox's Bazar, Bangladesh","FOOD SECURITY AND EMPOWERMENT OF WOMEN IN COX'S BAZAR, BANGLADESH/SÉCURITÉ ALIMENTAIRE ET RENFORCEMENT DU POUVOIR DES FEMMES À COX'S BAZAR, BANGLADESH","This project focuses on increasing the financial security and resilience of the host communities affected by the Rohingya refugee influx in Cox's Bazar in Bangladesh with a particular focus on ultra-poor women and children. This project has two components designed to address the immediate and underlying causes of the prevailing food insecurity and malnutrition in this region.Component one focuses on improving food security, women's empowerment and livelihoods, benefiting 12,500ultra-poor host community women and their families. Project activities include the provision of:  training in technical skills for income generation, a small cash subsistence allowance to improve food consumption and dietary diversity and to cover essential household consumption needs, a business start-up fund, life skills training, and social and behaviour change communication on topics such as child marriage, gender discrimination, gender-based violence, disaster risk reduction, nutrition, child and maternal care, and personal hygiene.Component two focuses on improving nutrition, benefiting 7,500 children under the age of five and 2,500 pregnant and lactating women. Project activities include the provision of:  supplementary food assistance, and social and behaviour change communication on topics such as feeding practices, child and maternal health and hygiene. / Ce projet vise à accroître la sécurité financière et la résilience des communautés d'accueil touchées par l'afflux de réfugiés rohingyas à Cox's Bazar, au Bangladesh, en accordant une attention particulière aux femmes et aux enfants très pauvres.   Ce projet comporte deux volets conçus pour s'attaquer aux causes immédiates et sous-jacentes de l'insécurité alimentaire et de la malnutrition qui prévalent dans cette région.Le premier volet est axé sur l'amélioration de la sécurité alimentaire, le renforcement du pouvoir des femmes et les moyens de subsistance, au bénéfice de 12 500 femmes de communautés d'accueil très pauvres et de leurs familles. Les activités du projet comprennent : une formation en compétences techniques en vue de générer des revenus, une petite allocation de subsistance en espèces pour améliorer la consommation alimentaire et la diversité alimentaire ainsi que couvrir les besoins essentiels de consommation des ménages, un fonds de création d'entreprise, une formation aux compétences nécessaires dans la vie courante, et une communication sociale qui vise un changement de comportement sur des sujets tels que le mariage des enfants, la discrimination sexuelle, la violence sexiste, la réduction des risques de catastrophe, la nutrition, les soins aux enfants et à la mère, et l'hygiène personnelle.Le deuxième volet est axé sur l'amélioration de la nutrition, au bénéfice de 7 500 enfants de moins de cinq ans et de 2 500 femmes enceintes et allaitantes. Les activités du projet comprennent la fourniture d'une aide alimentaire supplémentaire et une communication sociale qui vise un changement de comportement sur des sujets tels que les pratiques alimentaires, la santé maternelle et infantile, et l'hygiène.",Basic life skills for adults,Review,0.0434189885854721
2018200915,"Food Security and Empowerment of Women in Cox's Bazar, Bangladesh/Sécurité alimentaire et renforcement du pouvoir des femmes à Cox's Bazar, Bangladesh","FOOD SECURITY AND EMPOWERMENT OF WOMEN IN COX'S BAZAR, BANGLADESH/SÉCURITÉ ALIMENTAIRE ET RENFORCEMENT DU POUVOIR DES FEMMES À COX'S BAZAR, BANGLADESH","This project focuses on increasing the financial security and resilience of the host communities affected by the Rohingya refugee influx in Cox's Bazar in Bangladesh with a particular focus on ultra-poor women and children. This project has two components designed to address the immediate and underlying causes of the prevailing food insecurity and malnutrition in this region.Component one focuses on improving food security, women's empowerment and livelihoods, benefiting 12,500ultra-poor host community women and their families. Project activities include the provision of:  training in technical skills for income generation, a small cash subsistence allowance to improve food consumption and dietary diversity and to cover essential household consumption needs, a business start-up fund, life skills training, and social and behaviour change communication on topics such as child marriage, gender discrimination, gender-based violence, disaster risk reduction, nutrition, child and maternal care, and personal hygiene.Component two focuses on improving nutrition, benefiting 7,500 children under the age of five and 2,500 pregnant and lactating women. Project activities include the provision of:  supplementary food assistance, and social and behaviour change communication on topics such as feeding practices, child and maternal health and hygiene. / Ce projet vise à accroître la sécurité financière et la résilience des communautés d'accueil touchées par l'afflux de réfugiés rohingyas à Cox's Bazar, au Bangladesh, en accordant une attention particulière aux femmes et aux enfants très pauvres.   Ce projet comporte deux volets conçus pour s'attaquer aux causes immédiates et sous-jacentes de l'insécurité alimentaire et de la malnutrition qui prévalent dans cette région.Le premier volet est axé sur l'amélioration de la sécurité alimentaire, le renforcement du pouvoir des femmes et les moyens de subsistance, au bénéfice de 12 500 femmes de communautés d'accueil très pauvres et de leurs familles. Les activités du projet comprennent : une formation en compétences techniques en vue de générer des revenus, une petite allocation de subsistance en espèces pour améliorer la consommation alimentaire et la diversité alimentaire ainsi que couvrir les besoins essentiels de consommation des ménages, un fonds de création d'entreprise, une formation aux compétences nécessaires dans la vie courante, et une communication sociale qui vise un changement de comportement sur des sujets tels que le mariage des enfants, la discrimination sexuelle, la violence sexiste, la réduction des risques de catastrophe, la nutrition, les soins aux enfants et à la mère, et l'hygiène personnelle.Le deuxième volet est axé sur l'amélioration de la nutrition, au bénéfice de 7 500 enfants de moins de cinq ans et de 2 500 femmes enceintes et allaitantes. Les activités du projet comprennent la fourniture d'une aide alimentaire supplémentaire et une communication sociale qui vise un changement de comportement sur des sujets tels que les pratiques alimentaires, la santé maternelle et infantile, et l'hygiène.",Basic nutrition,Review,0.0434189885854721
